1000020,21,Driver,+595981123476
1000021,22,Driver,+595981123477
1000022,23,Driver,+595981123478
1000023,24,Driver,+595981123479
1000024,25,Driver,+595981123480
1000025,26,Driver,+595981123481
1000026,27,Driver,+595981123482
1000027,28,Driver,+595981123483
1000028,29,Driver,+595981123484
1000029,30,Driver,+595981123485
1000030,31,Driver,+595981123486
1000031,32,Driver,+595981123487
1000032,33,Driver,+595981123488
1000033,34,Driver,+595981123489
1000034,35,Driver,+595981123490
1000035,36,Driver,+595981123491
1000036,37,Driver,+595981123492
1000037,38,Driver,+595981123493
1000038,39,Driver,+595981123494
1000039,40,Driver,+595981123495
1000040,41,Driver,+595981123496
1000041,42,Driver,+595981123497
1000042,43,Driver,+595981123498
1000043,44,Driver,+595981123499
1000044,45,Driver,+595981123500
1000045,46,Driver,+595981123501
1000046,47,Driver,+595981123502
1000047,48,Driver,+595981123503
1000048,49,Driver,+595981123504
1000049,50,Driver,+595981123505
1000050,51,Driver,+595981123506
1000051,52,Driver,+595981123507
1000052,53,Driver,+595981123508
1000053,54,Driver,+595981123509
1000054,55,Driver,+595981123510
1000055,56,Driver,+595981123511
1000056,57,Driver,+595981123512
1000057,58,Driver,+595981123513
1000058,59,Driver,+595981123514
1000059,60,Driver,+595981123515
